loss_total,loss_rx,loss_ry,loss_div,loss_bc,loss_pressure_gauge,stage,epoch,closure_call
7.552763801244465,0.0008695098101083479,0.00024435189633418354,2.351331299473122e-34,0.2516096989223767,0.03358971866720559,adam,1.0,
7.003625546382723,0.0007503880742967499,0.00030882375763409365,3.69132315425513e-34,0.2333200857260745,0.029637627685566274,adam,2.0,
6.491111010032732,0.0009269378721724077,0.0006895883519975684,4.6570682918112975e-34,0.21624347704672348,0.021901724068573415,adam,3.0,
6.031382844580576,0.0012635304463383696,0.0013152616928471075,4.818666376506577e-34,0.20091181641995629,0.014495598427023658,adam,4.0,
5.589044814372536,0.0018846448249067924,0.002189351355395403,5.127093774463359e-34,0.18613779583575107,0.008369431197020187,adam,5.0,
5.185125704021255,0.0025270350866241228,0.0034050453578310684,6.615309457169188e-34,0.1726268612846549,0.003877850371522167,adam,6.0,
4.740940587152549,0.0033309345306186053,0.005114300522715566,8.377294497491026e-34,0.15774602234347812,0.0011468179487135676,adam,7.0,
4.320923061109337,0.004166773629361043,0.007439061020784652,1.0717907242744007e-33,0.1436437415636382,4.9795500440624846e-05,adam,8.0,
3.9684020032042984,0.004443676325743281,0.011666437570193451,1.351150142337008e-33,0.13174198012884367,0.0003248544305189229,adam,9.0,
3.6189212908771977,0.0039086820733158665,0.013112648782436731,1.7699905712126958e-33,0.12005780717165213,0.001657448718810603,adam,10.0,
3.323913942199289,0.0030182022911070445,0.015491222563612423,2.1754977452945665e-33,0.11016852396075998,0.0034879852177032576,adam,11.0,
3.0837931533089757,0.0018207375040005444,0.013503359189476507,2.3906119102090236e-33,0.10226627668387281,0.004807560993148842,adam,12.0,
2.7680434236048654,0.0013526304192279265,0.01363451605647212,3.14223529691811e-33,0.09175222494288524,0.004895288426082835,adam,13.0,
2.4811805408003536,0.0014720087066701676,0.02112490787233591,4.2758434801238316e-33,0.08193811332748088,0.004402243969209488,adam,14.0,
2.423909303711087,0.0020311838115310873,0.03176925816728743,4.863575086112298e-33,0.0796570632026378,0.0039696565313465226,adam,15.0,
