phase,step,loss_total,loss_rx,loss_ry,loss_continuity,loss_boundary,loss_pressure_ref
Adam,0,0.5482116937637329,6.9764137151651084e-06,1.9207952846045373e-06,0.0,0.054769571870565414,0.000507056713104248
Adam,1,0.5389091968536377,5.824494110129308e-06,5.686283088834898e-08,0.0,0.05388445779681206,5.8650970458984375e-05
Adam,2,0.5301907062530518,4.991912646801211e-06,8.793592201072897e-07,0.0,0.0530167892575264,1.6868114471435547e-05
Adam,3,0.5207374095916748,4.214477485220414e-06,3.5352943541511195e-06,0.0,0.052060820162296295,0.0001214146614074707
Adam,4,0.5095019936561584,3.484034550638171e-06,7.828140041965526e-06,0.0,0.0509319007396698,0.0001716017723083496
Adam,5,0.4957934021949768,2.844643631760846e-06,1.3769054021395277e-05,0.0,0.04956352710723877,0.00014144182205200195
Adam,6,0.4792174696922302,2.3199320366984466e-06,2.1491168809006922e-05,0.0,0.047911595553159714,7.76052474975586e-05
Adam,7,0.4596030116081238,1.972317704712623e-06,3.10178984364029e-05,0.0,0.045954663306474686,2.3305416107177734e-05
Adam,8,0.43703702092170715,1.950859996213694e-06,4.205620280117728e-05,0.0,0.043699249625205994,4.172325134277344e-07
Adam,9,0.4119935929775238,2.5719402856339e-06,5.3876017773291096e-05,0.0,0.04119272902607918,9.775161743164062e-06
Adam,10,0.3855525851249695,4.55293638879084e-06,6.543805648107082e-05,0.0,0.03854452818632126,3.719329833984375e-05
Adam,11,0.3596726655960083,9.43815666687442e-06,7.62384879635647e-05,0.0,0.03595227748155594,6.413459777832031e-05
Adam,12,0.3373657763004303,2.036085061263293e-05,8.818814239930362e-05,0.0,0.03371802717447281,7.68899917602539e-05
Adam,13,0.3223033845424652,4.290523429517634e-05,0.00010794293484650552,0.0,0.032208122313022614,7.12275505065918e-05
Adam,14,0.31683477759361267,8.437664655502886e-05,0.00014502460544463247,0.0,0.03165546432137489,5.066394805908203e-05
Adam,15,0.3181227743625641,0.0001482168590882793,0.00019728555344045162,0.0,0.031775299459695816,2.4199485778808594e-05
Adam,16,0.31775081157684326,0.0002240721369162202,0.0002361749648116529,0.0,0.031728632748126984,4.172325134277344e-06
Adam,17,0.3094450533390045,0.00028778909472748637,0.00023211928782984614,0.0,0.030892357230186462,1.4901161193847656e-06
Adam,18,0.2939658761024475,0.00031797547126188874,0.00019177848298568279,0.0,0.029343528673052788,2.0742416381835938e-05
Adam,19,0.2762128710746765,0.00031022500479593873,0.0001471449068048969,0.0,0.027569621801376343,5.918741226196289e-05
Adam,20,0.26095131039619446,0.0002762199437711388,0.0001226643507834524,2.384185730786026e-11,0.026044778525829315,0.00010454654693603516
Adam,21,0.2504693865776062,0.00023319014871958643,0.00011947922757826746,0.0,0.024997863918542862,0.0001379847526550293
Adam,22,0.2443249672651291,0.00019438497838564217,0.0001252489018952474,0.0,0.024386178702116013,0.00014346837997436523
Adam,23,0.24045798182487488,0.00016598333604633808,0.00013029167894273996,0.0,0.024004396051168442,0.0001176595687866211
Adam,24,0.23657844960689545,0.00014914936036802828,0.00013206026051193476,0.0,0.023622503504157066,7.212162017822266e-05
Adam,25,0.23104819655418396,0.00014317419845610857,0.00013205608411226422,0.0,0.023074565455317497,2.7239322662353516e-05
Adam,26,0.22317251563072205,0.00014745841326657683,0.00013308481720741838,0.0,0.022288987413048744,2.0265579223632812e-06
Adam,27,0.2131904661655426,0.00016229297034442425,0.00013838111772201955,0.0,0.021288393065333366,5.781650543212891e-06
Adam,28,0.2021787166595459,0.00018886908947024494,0.0001515377516625449,0.0,0.020180461928248405,3.361701965332031e-05
Adam,29,0.19184991717338562,0.00022841864847578108,0.0001761197781888768,0.0,0.019137658178806305,6.872415542602539e-05
Adam,30,0.18399420380592346,0.0002798094064928591,0.00021397933596745133,7.15255701888573e-11,0.01834087260067463,9.161233901977539e-05
