loss_total,loss_rx,loss_ry,loss_div,loss_bc,loss_pressure_gauge,stage,epoch,closure_call
7.531304159202424,0.00018820703087985352,0.0008150343847699094,2.023040338457114e-36,0.2510099266921092,3.117023497845676e-05,adam,1.0,
7.278513328101847,0.00020014923351710916,0.0006427814910098564,1.7154165385702265e-36,0.24258900551029128,2.3206858212850048e-06,adam,2.0,
7.042457221717553,0.00021718358521903463,0.0004927910899040764,2.0179006223955718e-36,0.2347248908709548,5.209137861552808e-06,adam,3.0,
6.81745177172807,0.00022974544951467272,0.0003657890373177771,2.655206639637383e-36,0.22722843920992497,3.060943489315846e-05,adam,4.0,
6.601503523217858,0.0002391281318456275,0.0002616928032122738,4.5067513015045845e-36,0.2200332030079182,6.612045253096519e-05,adam,5.0,
6.393732691044231,0.00024370358675503446,0.00017246467180143959,5.585572996915247e-36,0.21311019728084452,0.00010604360338233578,adam,6.0,
6.194912988069257,0.00025151642781928783,0.00010285920295499326,8.33378474958969e-36,0.2064847914769056,0.0001486813131432258,adam,7.0,
6.005496691115784,0.0002520046446096546,4.760346202836453e-05,1.2872133339244377e-35,0.20017259091126788,0.0001935567110924228,adam,8.0,
5.830786860010579,0.00024438206215286344,1.1689500959596566e-05,1.6322256278681825e-35,0.19435022355119105,0.00024081911734996354,adam,9.0,
5.676112730625385,0.00023354825635396088,7.379813803375451e-07,2.2912547807131896e-35,0.18919497912585803,0.00029070611909282046,adam,10.0,
5.5476128483764295,0.00022161244925985647,2.124805174240796e-05,2.6627486113922587e-35,0.18491119091692873,0.0003426036756540542,adam,11.0,
5.449510372648907,0.00019472539898786255,8.036776158729919e-05,3.918665583720404e-35,0.18163986136197413,0.00039438629108542864,adam,12.0,
5.388135406813822,0.00016540228372887973,0.00017948743073173195,5.032695685926896e-35,0.17959154340370329,0.0004421498826277436,adam,13.0,
5.3591027448734065,0.00013194995812545972,0.0003174321622134139,5.971586533815674e-35,0.17862017792311347,0.0004802505966422985,adam,14.0,
5.357115651320374,9.931335427805067e-05,0.0004777277650341671,7.381728364971703e-35,0.17854961474252565,0.0005016792529179034,adam,15.0,
5.370429540250066,6.711093740021405e-05,0.0006475588187854753,8.496360320285816e-35,0.17898882728995338,0.0005005179527790033,adam,16.0,
5.386272886944664,4.5558917570019606e-05,0.0007872659444032983,9.121685699104046e-35,0.17951308658991497,0.00047464385241606266,adam,17.0,
5.364813921164873,2.8022298355879218e-05,0.0008862922983668831,8.600480907904251e-35,0.17879523092786134,0.0004267873231029924,adam,18.0,
5.3351653894499975,2.0169548248782378e-05,0.0009212303846927934,8.930296410880565e-35,0.17780625089062613,0.0003646279827105575,adam,19.0,
5.2984342654293135,1.5385642557162672e-05,0.0009057509450324601,9.151778354485096e-35,0.1765827836556353,0.00029619172665701837,adam,20.0,
5.207509716076929,1.3725978502376205e-05,0.0008548641405872158,8.841824004060276e-35,0.17355394246064815,0.0002285213839562583,adam,21.0,
5.138966262584292,1.2585293986137731e-05,0.0007910918321988984,8.584230873998483e-35,0.17127152719671557,0.00016769556640496648,adam,22.0,
5.075750100436058,1.3168590687478253e-05,0.0007270094498951663,9.134324614364087e-35,0.1691666084605032,0.00011668580379585977,adam,23.0,
5.014798061165341,1.3989159471541637e-05,0.0006568656682505729,8.98687060299694e-35,0.16713731862481432,7.64759319022282e-05,adam,24.0,
4.967685332129659,1.5455739405060197e-05,0.0006050172616615441,8.949555710324437e-35,0.16556867303826336,4.667980692094636e-05,adam,25.0,
4.939476411567489,1.7145696746112536e-05,0.0005523588581971902,9.032611439176137e-35,0.16463014366037096,2.5972014174638214e-05,adam,26.0,
4.885320235810951,1.9038790116904798e-05,0.000516041889080343,9.20173216241764e-35,0.16282612975074895,1.2626092853763497e-05,adam,27.0,
4.873534562859552,1.951945674725787e-05,0.0004910654945038998,8.535480772281181e-35,0.16243411618065273,4.9248871879886444e-06,adam,28.0,
4.828089566452213,1.9649334035286286e-05,0.0004718434653203051,9.599557066555129e-35,0.16091993183376144,1.1864001557104474e-06,adam,29.0,
4.790361524609821,1.846668578793212e-05,0.00046295687569930066,1.0702753812824443e-34,0.1596626699461792,2.662959011483347e-08,adam,30.0,
4.753360459405044,1.7133301634825197e-05,0.0004540936593113613,1.0894143101047923e-34,0.1584296400082745,3.2195862052821846e-07,adam,31.0,
4.709587750930934,1.475812518934903e-05,0.0004586050205821438,1.201118246879252e-34,0.1569704754526715,1.2420501690842509e-06,adam,32.0,
4.66545565261991,1.2028942015114259e-05,0.0004682428043511676,1.331359259368439e-34,0.15549917193766274,2.227436607114679e-06,adam,33.0,
4.593510329732692,8.286269071777895e-06,0.0004782727528714561,1.511674450411694e-34,0.15310078251648598,2.9521617013563313e-06,adam,34.0,
4.56882055773854,5.658512575422352e-06,0.0004848771316268938,1.5740866176719927e-34,0.1522776565547816,3.2545089023851694e-06,adam,35.0,
4.500443260374562,3.7871822077574726e-06,0.0004931947763644474,1.752114766906288e-34,0.1499981988393892,3.1323431344977945e-06,adam,36.0,
4.4497642602376715,4.53405352371785e-06,0.000501494478246137,1.93808737716118e-34,0.14830859889924738,2.6472848040816218e-06,adam,37.0,
4.338620459948679,8.69622531738488e-06,0.000508892320495385,2.1614350653993378e-34,0.1446034225712647,1.9426492546353658e-06,adam,38.0,
4.310338340466434,1.7509429969147893e-05,0.0005119027493364396,2.217106477854281e-34,0.1436602937031465,1.1719273289996039e-06,adam,39.0,
4.225724966078393,3.059599380003014e-05,0.0005104194833438101,2.4087966926315733e-34,0.14083946333720124,5.048521150491784e-07,adam,40.0,
4.160024992629225,4.550036918788131e-05,0.0004935574138610387,2.4299217367090708e-34,0.13864953087821083,8.499851006802393e-08,adam,41.0,
4.094002867361645,6.127897884325796e-05,0.0004791468910617282,2.5732831469443955e-34,0.13644874796437306,2.560549542771534e-08,adam,42.0,
4.006192466617219,7.625776562573387e-05,0.0004640643323398358,2.9417978047407405e-34,0.13352173680283635,4.043416332542954e-07,adam,43.0,
3.9543281291564267,8.42863893881405e-05,0.0004404566444066365,3.0267794635368277e-34,0.13179344195993903,1.273244606936907e-06,adam,44.0,
3.8417944909642756,8.744994367770718e-05,0.00041423825646353795,3.3947524535363138e-34,0.12804308447483337,2.685191330144397e-06,adam,45.0,
3.7792635378612145,8.713410215409185e-05,0.0003869953079884177,3.94574897356335e-34,0.1259596315011447,4.634167309604251e-06,adam,46.0,
3.6298903169987007,7.973490818968224e-05,0.00034952933055684536,4.053119567962938e-34,0.12098201131122614,7.134231699429496e-06,adam,47.0,
3.5477818757330972,6.869903303464331e-05,0.0003092856631713692,4.260337592916852e-34,0.11824676352658074,9.852394685379223e-06,adam,48.0,
